Name,Gold_Medals,Silver_Medals,Bronze_Medals
Renie Katherine Cox (-Gorsuch),0,0,0
Rohanee Cox,0,1,0
Ryan Rodney Cox,0,0,0
Shana Amanda Cox,0,0,0
Shawn Terry Cox,0,0,0
Somers William Cox,0,0,0
Sophie Cox,0,0,0
"Stanley Ernest Walter ""Stan"" Cox",0,0,0
Stephen Clifford Cox,0,0,0
William J. Cox,0,0,0
"Peter T. Cox, Jr.",0,0,0
"Johanna ""Jo"" Cox-Ladru (-Poot)",0,0,0
Tracy Linda Cox-Smyth,0,0,0
"Annemarie Josefina ""Anna"" Cox-Wood",0,0,2
Richard Coxon,0,0,0
Eric Eaton Coy,0,0,0
Michelle Coy,0,0,0
Warren Coye,0,0,0
"Daniel ""Dan"" Coyle",0,0,0
Frank James Coyle,0,0,0
John K. Coyle,0,1,0
Natalya Coyle,0,0,0
Kendall Coyne,0,1,0
"Amelia ""Amy"" Cozad",0,0,0
"Sydney Turner ""Syd"" Cozens",0,0,0
Marius Vasile Cozmiuc,0,0,0
Sharon Cozzarin,0,0,0
Luciano Cozzi,0,0,0
Paolo Alfredo Cozzi,0,1,0
Vanessa Cozzi,0,0,0
"Stephen Paul ""Steve"" Crabb",0,0,0
Archibald Douglas Crabbe,0,0,0
Colette Crabbe (-Michel),0,0,0
Dion Kwasi Crabbe,0,0,0
Gustave Crabbe,0,0,0
Reginald Percy Crabbe,0,0,0
Astrid Crabo (-Lundquist),0,0,0
Ren Crabos,0,1,0
Jane Louise Crabtree,0,0,0
Cornel Nicolae Crciun,0,0,0
Florin Cezar Crciun,0,0,0
Moise Crciun,0,0,0
Charlotte Helena M. Craddock,0,0,0
Gran Patrik Crafoord,0,0,0
John Melvin Craft,0,0,0
Morgan Craft,0,0,0
Shanice Craft,0,0,0
Alistair Ian Cragg,0,0,0
"Robert Lewis ""Rob"" Cragg, Jr.",0,0,0
Charles Jean Albert Marie Edmond Crahay,0,1,0
Edmond Norbert Maria Crahay,0,0,1
Adam Craig,0,0,0
Archibald David Edmonstone Craig,0,0,0
"Marion Elizabeth ""Betty"" Craig (-Eaton)",0,1,0
Charlotte Rose Craig,0,0,0
Dante Mario Craig,0,0,0
Hannah Craig,0,0,0
James Humbert Craig,0,0,0
"Michael ""Mike"" Craig",0,0,0
"Nicholas Ian ""Nick"" Craig",0,0,0
Paul Frederick Craig,0,0,0
Rodney Craig,0,0,0
Stephen Craig,0,0,0
John Houston Craige,0,0,0
Brooke Leeann Crain,0,0,0
Tullio Crali,0,0,0
Ralph Adams Cram,0,0,0
"Stephen ""Steve"" Cram",0,1,0
Arthur Telles Cramer Ribeiro,0,0,0
Shelley Katherine Cramer (-Persinger),0,0,0
Gian-Marco Crameri,0,0,0
Renzo Cramerotti,0,0,0
John Gordon Crammond,0,0,1
George Kelly Cramne (-Scott),0,1,0
Frances Caroline Cramp,0,0,0
Deirdre Crampton,0,0,0
"James ""Jimmy"" Crampton",0,0,0
Peter Crampton,0,0,0
Berton Woodford Crandall,0,0,0
Lauren Crandall,0,0,0
"Robert ""Rob"" Crane",0,0,0
Walter William Craner,0,0,0
Scott Cranham,0,0,0
Harry Crank,0,0,0
Steffen Borries Ocrik Cranmer,0,0,0
Jeffrey Frederick Cranston,0,0,0
Joseph Alfred Cranston,0,0,0
Robert Percival Cranston,0,0,0
Toller Shalitoe Montague Cranston,0,0,1
"Heinz-Rudolf ""Rudi"" Cranz",0,0,0
Raymond Crapet,0,0,0
Paul Crapez,0,0,0
Leonard F. Craske,0,0,0
Derrick Howard Crass,0,0,0
Carlos Crassus Moreno,0,0,0
"Pauline Ellen ""Polly"" Craus (-August)",0,0,0
Stelio Newton Craveirinha,0,0,0
Dan Craven,0,0,0
Roberto Cravero,0,0,0
Jorge Cravinho,0,0,0
Joo Ferreira da Silva Cravo,0,0,0
"Robert ""Bob"" Crawford",0,0,0
Carl Crawford,0,0,0
E. Gary Crawford,0,0,0
Holly Crawford,0,0,0
James M. Crawford,0,0,0
"Judith MacPherson ""Judy"" Crawford (-Rawley)",0,0,0
Justann John Crawford,0,0,0
Marvin Leaman Crawford,0,0,0
Peter Crawford,0,0,0
Richard Arthur Crawford,0,0,0
"Ronald Emerson ""Ron"" Crawford",0,0,0
Ronald John Crawford,0,0,0
Rosanna Lee Crawford,0,0,0
Yunaika Crawford Rogert,0,0,1
Allen David Crawley,0,0,0
Talitiga Crawley,0,0,0
Walter Cecil Crawley,0,0,0
Richard Oakes Crawshay,0,0,0
Eric Shauwn Brazas Cray,0,0,0
Jill Craybas,0,0,0
Richard Pearson Creagh-Osborne,0,0,0
Angela Mary Creamer (-Green),0,0,0
Mark James Crear,0,1,1
Harold Percy Creasey,0,0,1
Philip J. B. Crebbin,0,0,0
Thomas Scott Cree,0,0,0
Sharon Grace Creelman,0,0,0
John Francis Cregan,0,1,0
"Patrick ""Paddy"" Crehan",0,0,0
"Susan Sarah ""Sue"" Crehan (Smart-)",0,0,0
Guy Creighton,0,0,0
Shaun William Creighton,0,0,0
Carol Creiniceanu,0,0,0
Katya Crema,0,0,0
"Rebecca Ann Fraser ""Becky"" Cremer",0,0,0
Esther Cremer,0,0,0
Grant Cremer,0,0,0
Melanie Cremer,0,0,0
"Jacob Thedoor ""Ted"" Cremer",0,0,0
"Alexander Soria ""Alex"" Cremidan",0,0,0
"Thodore Salmon ""Tho"" Cremnitz",0,0,0
Andr Gustave Robert douard Crmon,0,0,0
Mauro Crenna,0,0,0
Mathieu Crepel,0,0,0
Andr Crpin,0,0,0
Pablo Crer,0,0,0
Hlio Crescncio,0,0,0
Dino Crescentini,0,0,0
Jos Emmanuel Crescimbeni Barrantes,0,0,0
Margalida Cresp Jaume,0,0,1
Andrs Crespo Prez,0,0,0
Antoine Crespo Travesset,0,0,0
Edgar Roberto Crespo Echeverra,0,0,0
Esteban Crespo,0,0,0
Hernn Jorge Crespo,0,1,0
Jos Antonio Crespo Ortiz,0,0,0
Jos Manuel Crespo Villanueva,0,0,0
Milagros Crespo Valle,0,0,0
John Robert Cress,0,0,0
Mariana Cress,0,0,0
Roman William Cress,0,0,0
"Charles Clement Cresson, Jr.",0,0,0
Gilles Cresto,0,0,0
Jacques Crtaine,0,0,0
Mario S. Crete,0,0,0
Rene Cretet-Flavier,0,0,0
Claude Crtier,0,0,0
Lonce Cretin,0,0,0
Rolando Cretis,0,0,0
Yves Crettenand,0,0,0
Rezs Xavier Ferencz Lipot Sndor Crettier,0,0,0
Oleg Cretu,0,0,0
Serghei Cretu (Kretsov-),0,0,0
Valentin Creu,0,0,0
Julian Gerard Creus,0,1,0
Victor Creusen,0,0,0
douard Creuz de Lesser,0,0,0
Anja Crevar,0,0,0
"Christopher ""Chris"" Creveling",0,1,0
Brittany Crew,0,0,0
Jrme Marcel Crews,0,0,0
Roger Crezen,0,0,0
Ji Crha,0,1,0
Marco Cribari,0,0,0
"Ernest Frank ""Jack"" Cribb",0,1,0
Renn Jerome Crichlow,0,0,0
Henri Jean Pierre Crick,0,0,0
Jules Crickx,0,0,0
Julien Crickx,0,0,0
Heleen Crielaard,0,0,0
"Alexander ""Alec"" Crikis",0,0,0
Peter Crinnion,0,0,0
Oscar Crino,0,0,0
Massimo Crippa,0,0,0
"Madeleine Marie ""Maddy"" Crippen",0,0,0
Annabelle Mary Cripps,0,0,0
Sharon Lee Cripps,0,0,0
Winsome Cripps (-Dennis),0,0,0
Adrian Crian,0,0,0
Anton Crian,0,0,0
Vasile Crian,0,0,0
Wilmer Crisanto Casildo,0,0,0
Adriana Crisci,0,0,0
Domenico Criscito,0,0,0
Jessica Crisp,0,0,0
"Rafael ""Crispi"" Alcaide Crespn",0,0,0
Michelangelo Crispi,0,0,0
John Harrison Crist,0,0,0
Reggie W. Crist,0,0,0
Ernesto Rubn Cristaldo Santa Cruz,0,1,0
Ctlina Cristea,0,0,0
Dan Cristea,0,0,0
Ludmila Cristea,0,0,0
Nicolae Cristea,0,0,0
Olga Cristea,0,0,0
Vintil Cristescu,0,0,0
scar Cristi Gallo,0,2,0
Cristiane Rozeira de Souza Silva,0,2,0
Cristiano Ronaldo dos Santos Aveiro,0,0,0
Albert Maximo Cristina,0,0,0
Elie Cristo-Loveanu,0,0,0
Jos Everardo Cristbal Quirino,0,0,0
Luis Alberto Cristobal Hernndez,0,0,0
Nada Cristofoli,0,0,0
Guido Cristofori,0,0,0
Gheorghe Cristoloveanu,0,0,0
Nicolae Cristoloveanu,0,0,0
Pedro Manuel dos Reis Cristvo,0,0,0
Dorel Cristudor,0,0,0
"James Crapo ""Jim"" Cristy, Jr.",0,0,1
Margaret Ann Critchley (-Williams),0,0,0
"Michael Bernard ""Jerry"" Critchlow",0,0,0
"Christine ""Chris"" Critelli",0,0,0
Corina Criv (Moraru-),0,0,0
Jonas de Oliveira Crivella,0,0,0
Giuseppe Crivelli,0,0,1
Iseline Crivelli,0,0,0
Victoria Crivelli,0,0,0
Tomislav Crnkovi,0,1,0
Jovana Crnogorac,0,0,0
Alexandra Lindsay Croak,0,0,0
Mark Croasdale,0,0,0
"Andrea Giuseppe ""Beppe"" Croce",0,0,0
Carlo Emilio Croce,0,0,0
Luigi Croce,0,0,0
Paola Croce,0,0,0
Pellegrino Croce,0,0,0
Mike Crocenzi,0,0,0
Anna Croci,0,0,0
Giorgio Croci,0,0,0
Mark Anthony Crocker,0,0,0
James Crockett,0,0,0
Rita Louise Crockett (-Buck),0,1,0
Louis Croenen,0,0,0
Esther Croes,0,0,0
Peter Croes,0,0,0
Tiko Crofoot,0,0,0
June Alexandra Croft,0,1,1
Peter Downton Croft,0,0,0
Peter Croft,0,0,0
Mark Duane Croghan,0,0,0
Sabrina Crognale,0,0,0
"Josephus Judocus Zacharias ""Jos"" Croin",0,0,0
Dirk Crois,0,1,0
Adrian Croitoru,0,0,0
Florin Ionu Croitoru,0,0,0
Robin Croker,0,0,1
Roy Cromack,0,0,0
Ibrain Crombet McKenzie,0,0,0
George C. Crompton,0,0,0
"Seymour Legrand ""Sy"" Cromwell, II",0,1,0
"Thomas Francis ""Tom"" Cronan",0,0,1
Viktor Gustaf Crondahl,0,0,0
Philipp Crone,0,0,1
Vanessa Crone,0,0,0
Cronier,0,0,0
"W. ""Bert"" Cronin",0,0,0
Carol Cronin,0,0,0
Andrew Peter Cronje,0,0,0
Darryl Melwyn Cronje,0,0,0
Johan Tobias Cronje,0,0,0
Nicoleen Cronje,0,0,0
Edward G. Cronk,0,0,0
Kylie Cronk,0,0,1
Toni Maree Cronk,0,0,0
"John Dennis ""Johnny"" Cronshey",0,0,0
Jean Leopold Cronstedt,0,0,0
Peter Adam Crook,0,0,0
Richard Walter Crooker,0,0,0
Brendon David Crooks,0,0,0
Charmaine A. Crooks (-Thorsen),0,1,0
Morgan Crooks,0,0,0
Sean Crooks,0,0,0
"Timothy John ""Tim"" Crooks",0,1,0
Bernardus Hermanus Croon,0,0,1
Jorrit Croon,0,0,0
"David ""Dave"" Cropper",0,0,0
Siobhan Trichelle Cropper,0,0,0
Alfred L. Cros,0,0,0
Yves I. Cros,0,0,0
Giacomo Crosa,0,0,0
Liliane Crosa,0,0,0
"George William Ernest ""Ernie"" Crosbie",0,0,0
Gordon Crosby,0,0,0
Percy Leo Crosby,0,1,0
"John George Crosby, Jr.",0,0,0
Bertrand Croset,0,0,0
Patrick G. Croskerry,0,0,0
Andrei Cross,0,0,0
Anne Therese Cross (Leaney-),0,0,0
Emily Ruth Cross,0,1,0
Hannah Cross,0,0,0
Jane Mary Cross,0,0,0
Jay L. Cross,0,0,0
Jesseca H. Cross,0,0,0
Jessie Cross (-West),0,1,0
Philippa Louise Cross,0,0,0
"Samuel Thomas ""Sam"" Cross",0,1,0
Sidney Ernest Cross,0,0,0
Sidney Cross,0,0,1
Thomas A. Cross,0,0,0
"Thomas George ""Tom"" Cross",0,0,0
Travis Cross,0,0,0
William Greville Crosley Cross,0,0,0
Tara Lavell Cross-Battle,0,0,1
"Robert James ""Rob"" Crossan",0,0,0
Simon Courtney Crosse,0,0,0
"Howard Wallace Crossett, Jr.",0,1,0
Anthony James Crossley,0,0,0
Mervyn Richard Crossman,0,0,1
Perry Rothrock Crosswhite,0,0,0
Robert Crost,0,0,0
Carlos Crosta Noceti,0,0,0
Daniele Crosta,0,0,1
Giancarlo Crosta,0,1,0
"William Frederick ""Bill"" Crothers",0,1,0
Will Crothers,0,1,0
Fabio Crotta,0,0,0
Ernesto Crotti,0,0,0
"Kenneth ""Ken"" Crotty",0,0,0
Peter Crotty,0,0,0
Graham Douglas Crouch,0,0,0
Bernard Cecil David Croucher,0,0,0
Charl Crous,0,0,0
Jarred Crous,0,0,0
Brian David Crouser,0,0,0
"Samuel ""Sam"" Crouser",0,0,0
Marc Crousillat,0,0,0
Michel Crousillat,0,0,0
Ugo Jrme Franois Marc Crousillat,0,0,0
Sandra Crousse,0,0,0
"Michal John William ""Mike"" Crouwel",0,0,0
Francisca Crovetto Chadid,0,0,0
Jean-Pierre Crovetto,0,0,0
Joseph Crovetto,0,0,0
Kvin Crovetto,0,0,0
Kevin Troy Crow,0,0,0
Maurice Crow,0,0,0
"Tamara ""Tammy"" Crow (-DeClercq)",0,0,1
James Gee Pascoe Crowden,0,0,0
Shirley Ann Crowder (-Meadows),0,0,0
Brenda Olive Crowe (-Halligan),0,0,0
Charles Robert Crowe,0,0,1
Martin Francis Crowe,0,0,0
Michael John Brook Crowe,0,0,0
"Margaret Ann ""Peggy"" Crowe",0,0,0
Robert Colville Crowe,0,0,0
"Robert J. ""Bob"" Crowley",0,0,0
"Arthur Francis ""Frank"" Crowley",0,0,0
"Margaret Yates ""Maggie"" Crowley",0,0,0
"Margaret Mary ""Marg"" Crowley (Leaney-)",0,0,0
"Edward J. ""Ted"" Crowley",0,0,0
Bertha Crowther (Piggott-),0,0,0
Herbert Crowther,0,2,0
Tara Joy Croxford,0,0,0
Ferdinand Croy,0,0,0
No Cruciani,0,0,0
Silvana Cruciata,0,0,0
Florian Cruciger,0,0,0
Siegfried Cruden,0,0,0
Carolyn Crudgington,0,0,1
Constantin Crudu,0,0,0
Jaime Cruells Folguera,0,0,0
Jamie Cruickshank,0,0,0
Robert Gordon Cruickshank,0,0,1
Roger Cruickshank,0,0,0
"David Wright ""Dave"" Cruikshank",0,0,0
Larissa Rose Crummer,0,0,0
Jorge Luis Crusellas Alvarez,0,0,0
douard Crut,0,0,0
Linda Crutchfield-Bocock,0,0,0
"Ernest ""Ernie"" Crutchlow",0,0,0
Arthur Roy Cruttenden,0,0,0
Andr Alves da Cruz,0,1,0
ngel Cruz,0,0,0
Anna Cruz Lebrato,0,1,0
Anthony Leon Ignas Cruz,0,0,0
Antonio Ralph Cruz,0,0,0
Antonio Cruz,0,0,0
"urea Esther ""Aury"" Cruz",0,0,0
Beatriz Cruz Nazario,0,0,0
Clarisse Maria Pinho Cruz,0,0,0
Edvandro de Souza Cruz,0,0,0
Eglis Yaima Cruz Farfn,0,0,1
Fernando Cruz,0,0,0
"Geronimo ""Gerry"" Cruz",0,0,0
Gustavo Cruz,0,0,0
Heriberto Cruz,0,0,0
Iohana Cruz Talabera,0,0,0
Jacinto Ciria Cruz,0,0,0
Jorge Everardo Luiz Alvares Cruz,0,0,0
Jos Leonardo Cruz Lazo,0,0,0
Julia Mara Cruz Palacios,0,0,0
Manuel Cruz,0,0,0
Miguel Angel Cruz,0,0,0
Mlton Cruz,0,1,0
"Montserrat ""Montse"" Cruz Funes",0,0,0
Ndia Vanda Sousa Eloy Cruz,0,0,0
Nelson da Cruz,0,0,0
Orlando Ivn Cruz Torres,0,0,0
Joaquim Pedro Cruz,0,0,0
Ricardo Alberto Cruz Flores,0,0,0
Roberto Cruz,0,0,0
Rolando Luiz lvares da Cruz,0,0,0
Rolando Cruz,0,0,0
David Samuel Cruz,0,0,0
Slvia Isabel Cruz,0,0,0
"Tefilo ""Teo"" Cruz Downs",0,0,0
Yanet Cruz Cruz,0,0,0
Ignacio Cruzat Santa Mara,0,0,0
Aleksandra Crvendaki,0,0,1
Frances Cryan,0,0,0
Hannan Crystal,0,0,0
Dra Csabai,0,0,0
Judit Csabai,0,0,0
Magdolna Csbi-Komka (-Zsivtzky),0,0,0
Istvn Csk (Hircsk),0,0,0
Jzsef Csk,0,1,0
Franz Csandl,0,0,0
Erika Csnyi,0,0,0
Gyrgy Csnyi,0,0,1
Rajmund Csnyi,0,0,0
Zoltn Csnyi,0,0,0
Gza Csap,0,1,1
Gabriella Csap-Fekete,0,0,0
Erika Csar,0,0,0
Gnther Csar,0,0,1
Gbor Csszr,0,0,0
Mnika Csszr,0,0,1
Attila Csszri,0,0,0
Jzsef Csatri,0,0,2
Tams Csath,0,0,0
Csaba Csatls,0,0,0
Lszl Csvs,0,0,0
Sndor Csfay,0,0,0
Gheorghe Csegezi,0,0,0
Gbor Cseh,0,0,0
"Lszl Cseh, Jr.",0,4,2
Klmn Cseh von Szent-Katolna,0,0,0
"Lszl Cseh, Sr.",0,0,0
Lajos Csejthey,0,0,0
Tibor Cselk,0,0,0
Klmn Csengeri,0,0,0
Gabriella Cspe,0,0,0
Gabor Csepregi,0,0,0
Gyz Cser,0,0,0
Brigitta Cserba,0,0,0
Gspr Csere,0,0,0
Csaba Cserp,0,0,0
Lszl Cseresnys,0,0,0
Ildik Cserey,0,0,0
Lszl Cseri (Cerva),0,0,0
Jzsef Csermely,0,1,0
va Csernoviczki,0,0,1
Ott Csicsay,0,0,0
Imre Csk,0,0,0
Jnos Csk,0,0,0
Jzsef Csikny,0,0,0
Levente Csillag,0,0,0
Margit Csillik,0,0,1
Douglas Csima,0,1,0
Gyula Csinger,0,0,0
Attila Csipler,0,0,0
Zsuzsa Csisztu,0,0,0
Eszter Csizmadia,0,0,0
Istvn Csizmadia,0,0,1
Imre Csjef,0,0,0
Zsuzsanna Csobnki,0,0,0
Katalin Cske (-Tth),0,0,0
Istvn Csoknyai,0,0,0
Lszl Csoknyai,0,0,0
Franz Csngei,0,0,0
Zsfia Katalin Csonka,0,0,0
Gyrgy Csords,0,0,0
Stefan Csorich,0,0,0
Imre Attila Cssz,0,0,1
va Csulik (Boz-),0,0,0
Virg Csurg (-Tamas),0,0,0
Csaba Csutors,0,0,0
Mihly Csutors,0,0,0
Oszkr Csuvik,0,1,0
Ji tvrteka,0,0,0
Ji tyrok,0,0,0
Fernanda Jos Cuadra Delgado,0,0,0
Joaqun Cuadrada Esquerra,0,0,0
Vernica Mara Cuadrado Dehesa,0,0,1
Sebastin Ariel Cuattrin,0,0,0
Ignacio Alberto Cuba Carrero,0,0,0
Antonio Cuba,0,0,0
Enrique Manuel Cubas Ypanaque,0,0,0
Francisco Cubelos Snchez,0,0,0
Alfredo Ernesto Cubas Borges,0,0,0
David Alejandro Cubilln Leon,0,0,0
Jairo Cubillos Ramrez,0,0,0
Radia ubri,0,0,0
Rado ubri,0,0,0
Rajko ubri,0,0,0
mer ubuku,0,0,0
Dumitru Cuc,0,0,0
Claudia Alina Cucerzan,0,0,0
Christian Cuch,0,0,0
Tadeusz Cuch,0,0,0
Didier Cuche,0,1,0
Roger Cuche,0,0,0
Yann Cucherat,0,0,0
Petar Cuci,0,0,0
Octavian Cuciuc,0,0,0
Simion Cuciuc,0,0,1
Uro ukovi,0,0,0
Andrej Cuculici,0,0,0
Milan uda,0,1,0
Joanne Cuddihy,0,0,0
"Timothy John ""Tim"" Cuddihy",0,0,1
Marko Cuderman,0,0,0
Alexander Cudmore,0,1,0
Harold Cudmore,0,0,0
"Edward ""Eddie"" Cudworth",0,0,0
Virginie Cueff,0,0,0
Antenore Cuel,0,0,0
Philippe Cuelenaere,0,0,0
Gabriel Cullar,0,0,0
Leonardo Cullar Rivera,0,0,0
Guillermo Cuello,0,0,0
Miguel ngel Cuello,0,0,0
Fernando Cuenca,0,0,0
Hugo Cuenca,0,0,0
Jean-Yves Cuendet,0,0,1
Rodolphe Cuendet,0,0,0
Michelle Cueni,0,0,0
Alfredo Cuentas,0,0,0
Edgar Henri Cuepper,0,0,1
Jorge Cuervo Rivero,0,0,0
Damian Cuesta Brooks,0,0,0
Elias Miguel Cuesta Cobo,0,0,0
Gustavo Cuesta Rosario,0,0,0
Inocente Cuesta Chapmann,0,0,0
Marcela Maria Cuesta Jimenez,0,0,0
Pablo Roger Cuesta Zulueta,0,0,0
Pedro Cuesta Garca,0,0,0
Santiago Cuesta Perello,0,0,0
Vctor Leandro Cuesta,0,0,0
Martn Esteban Cuestas,0,0,0
Nicols Cuestas,0,0,0
Juan Manuel Cueto Ortega,0,0,0
ngel Cuetos Casanueva,0,0,0
Fiorella Francesca Cueva Uribe,0,0,0
Abelardo Cuevas Rodrguez,0,0,0
Beln Cuevas Lpez,0,0,0
Eduardo Cuevas,0,0,0
Henry Cuevas Ziga,0,0,0
Mario Cuevas,0,0,0
Pablo Gabriel Cuevas Urroz,0,0,0
Winder Bolivar Cuevas Prez,0,0,0
Anthony James Cuff,0,0,0
Nikita Cuffe,0,0,1
Julio Csar Cufre,0,0,0
Frank Josef Cuhel,0,1,0
Elizabeth Cui,0,0,0
Cui Jianjun,0,0,0
Cui Lei,0,0,0
Cui Liang,0,0,0
Cui Peng,0,0,0
Cui Qiuxia,0,0,0
Cui Shanshan,0,0,0
Cui Shiping,0,0,0
Cui Wenhua,0,0,0
Cui Yingzi,0,0,0
Cui Yining,0,0,0
Cui Yongmei,0,1,1
"Gerard Hendrik Hubertus ""Sjraar"" Cuijpers",0,0,0
Aurore Cuinet-Jan,0,0,0
Bernhard Cuiper,0,0,0
Lucien Cujean,0,0,0
Josip uk,0,0,0
tefan Cuk,0,0,0
Milan Cukovic,0,0,0
Nikica Cukrov,0,0,0
"David Thomas ""Dave"" Culbert",0,0,0
"Joshua ""Josh"" Culbreath",0,0,1
Jack Robert Culcay Keth,0,0,0
Gheorghe Culcea,0,0,0
Antonio Culebras Juliana,0,0,0
"James Patrick ""Jim"" Culhane, Jr.",0,0,0
Jos Cul Clapera,0,0,0
Milan ulibrk,0,0,0
Janka ulkov,0,0,0
Jason Culina,0,0,0
Iosif Culineac,0,0,0
Marian Culineac,0,0,0
Kreimir uljak,0,0,1
Larry Dan E. Cullen,0,0,0
G. C. Cullen,0,0,0
John Cameron Cullen,0,0,0
Keith John Cullen,0,0,0
Peter Sydney Cullen,0,0,0
A Dijiang,0,0,0
A Lamusi,0,0,0
Gunnar Nielsen Aaby,0,0,0
Christine Jacoba Aaftink,0,0,0
Per Knut Aaland,0,0,0
John Aalberg,0,0,0
"Cornelia ""Cor"" Aalten (-Strannood)",0,0,0
Antti Sami Aalto,0,0,0
"Einar Ferdinand ""Einari"" Aalto",0,0,0
Jorma Ilmari Aalto,0,0,0
Jyri Tapani Aalto,0,0,0
Minna Maarit Aalto,0,0,0
Pirjo Hannele Aalto (Mattila-),0,0,0
Arvo Ossian Aaltonen,0,0,2
Juhamatti Tapio Aaltonen,0,0,1
Timo Antero Aaltonen,0,0,0
Win Valdemar Aaltonen,0,0,0
Andreea Aanei,0,0,0
Fritz Aanes,0,0,0
Nils Egil Aaness,0,0,0
Alf Lied Aanning,0,1,0
Agnes Erika Aanonsen (-Eyde),0,0,0
Johan Aantjes,0,0,0
Jan-Erik Aarberg,0,0,0
Willemien Aardenburg,0,0,1
Pepijn Aardewijn,0,1,0
Evald rma (rman-),0,0,0
Olav Augunson Aarnes,0,0,0
Mika Lauri Aarnikka,0,0,0
Jamale (Djamel-) Aarrass (Ahrass-),0,0,0
Dagfinn Sverre Aarskog,0,0,0
Stefan Remco Aartsen,0,0,0
Ann Kristin Aarnes,0,0,1
Karl Jan Aas,0,1,0
Lars Thorlaksn Aas,0,0,0
Rolf Aas,0,0,0
Morten Gjerdrum Aasen,0,0,0
Meelis Aasme,0,0,0
Hakon Aasns,0,0,0
Hans Aasns,0,0,0
Erling Rudolf Aastad,0,0,0
Abdelhak Aatakni,0,0,0
Moonika Aava,0,0,0
Arvi Aavik,0,0,0
Nstor Abad Sanjun,0,0,0
Patrick Abada,0,0,0
Talaat Abada,0,0,0
Mohamed Jamshid Abadi,0,0,0
Antonio Abadia Beci,0,0,0
Borislav Abadzhiev,0,0,0
Georgi Abadzhiev,0,0,0
Ivan Nikolov Abadzhiev,0,0,0
Mikhail Abadzhiev,0,0,0
Stefan Abadzhiev,0,0,0
Giovanni Abagnale,0,0,1
Jos Luis Abajo Gmez,0,0,1
M'Bairo Abakar,0,0,0
Patimat Abakarova,0,0,1
Mohamed Abakkar,0,0,0
Mariya Vasilyevna Abakumova (-Tarabina),0,1,0
Pablo Martn Abal,0,0,0
Tamara Abalde Daz,0,0,0
Jess Iory Aball Martnez,0,0,0
Juan Antonio Aball Delgado,0,0,0
Mara Laura Abalo,0,0,0
Giorgos Abalof,0,0,0
Antoine Abang,0,0,0
Salim Abanoz,0,0,0
Carlos Abarca Gonzlez,0,0,0
Georgios Abaris,0,0,0
Enrique Abaroa Martnez,0,0,0
Carlos Arturo Abarza Chavez,0,0,0
Stephen Anthony Abas,0,1,0
Jos Manuel Abascal Gmez,0,0,1
Rost'om Omeris dze Abashidze,0,0,0
Nunu Dzhansuhivna Abashydze (-Myslaieva),0,0,0
Rodrigo Abasolo,0,0,0
Tamila Rashidovna Abasova,0,1,0
Emanuele Abate,0,0,0
Ignazio Abate,0,0,0
Ral Abatte,0,0,0
Georgia Abatzidou,0,0,0
Carlos Rodolfo Abaunza Balladares,0,0,0
Carlos Alberto Abaunza,0,0,0
Hctor Abaunza,0,0,0
Pter Abay,0,1,0
Oszkr Abay-Nemes,0,0,1
Adeyemi Abayomi,0,0,0
Sayed Fahmy Abaza,0,0,0
Silvano Abba,0,0,1
Gana Abba Kimet,0,0,0
Ilyas Abbadi,0,0,0
Abdul Latif Al-Sayed Abbas Youssef Hashem,0,0,0
Abubakar Abbas Abbas,0,0,0
Aqarab Abbas,0,0,0
Aziz Abbas,0,0,0
Bassim Abbas Kati Al-Ogaili,0,0,0
Essa Abbas Faleh Hashem,0,0,0
Ghulam Abbas,0,0,0
Hosni Mohamed Abbas,0,0,0
Maher Abbas,0,0,0
Mahmoud Abbas,0,0,0
Mohamed Fakhry Rifaat Abbas,0,0,0
Mohammed Abbas Sabih,0,0,0
Muhammad Abbas,0,0,0
Nader Sufyan Abbas,0,0,0
Sohail Abbas,0,0,0
Youssef Mohamed Abbas,0,0,0
Zulkifli Abbas,0,0,0
Forough Abbasi,0,0,0
Shakeel Abbasi,0,0,0
Soulmaz Abbasi Azad,0,0,0
Ruslan Abbasov,0,0,0
Tural Abbasov,0,0,0
Tran Abbasova,0,0,0
Simona Abbate,0,0,0
Franz Abb,0,0,0
Christian Abbiati,0,0,0
Lois Abbingh,0,0,0
Alessandro Abbio,0,0,0
Giordano Giulio Abbondati,0,0,0
Salwan Jasim Abbood Abbood,0,0,0
"George ""Ioannis"" Abbot",0,0,1
"William ""Bill"" Abbott Jr.",0,0,0
Clare Abbott,0,0,0
"David ""Dave"" Abbott",0,0,0
"Desmond ""Des"" Abbott",0,0,1
Geoffrey Grant Abbott,0,0,0
Jeremy Abbott,0,0,1
Joanne Abbott,0,0,0
"Kathryn ""Katie"" Abbott",0,0,0
Mara Katherine Abbott,0,0,0
Mary Perkins Ives Abbott (Perkins-),0,0,0
Matt Abbott,0,0,0
Monica Cecilia Abbott,0,1,0
Khadija Abbouda,0,0,0
Mohamed Ibrahim Abd El-Fatah Mohamed,0,0,0
Mahmoud Abd El-Kader,0,0,0
Mohamed Ibrahim Abd El-Salam,0,0,0
Noha Abd Rabo,0,0,0
Reem Wa'il Abdalazem Abdalazem El-Bossaty,0,0,0
Ali Abdalla Afringi,0,0,0
Hossam Abdalla,0,0,0
Hosam Abdallah,0,0,0
Ismail Abdallah,0,0,0
Maged Abdallah,0,0,0
